"influenced","influenced_lab","influencer","influencer_lab"
"http://dbpedia.org/resource/Tibor_Machan","Tibor Machan","http://dbpedia.org/resource/Seneca_the_Younger","Seneca the Younger"
"http://dbpedia.org/resource/Thomas_Kuhn","Thomas Kuhn","http://dbpedia.org/resource/Émile_Meyerson","Émile Meyerson"
"http://dbpedia.org/resource/Fazlur_Rahman_Faridi","Fazlur Rahman Faridi","http://dbpedia.org/resource/Abul_A'la_Maududi","Abul A'la Maududi"
"http://dbpedia.org/resource/Theoklitos_Farmakidis","Theoklitos Farmakidis","http://dbpedia.org/resource/Adamantios_Korais","Adamantios Korais"
"http://dbpedia.org/resource/Theophilos_Kairis","Theophilos Kairis","http://dbpedia.org/resource/Adamantios_Korais","Adamantios Korais"
"http://dbpedia.org/resource/Theoklitos_Farmakidis","Theoklitos Farmakidis","http://dbpedia.org/resource/Age_of_Enlightenment","Age of Enlightenment"
"http://dbpedia.org/resource/Theophilos_Kairis","Theophilos Kairis","http://dbpedia.org/resource/Age_of_Enlightenment","Age of Enlightenment"
"http://dbpedia.org/resource/Theodore_Drange","Theodore Drange","http://dbpedia.org/resource/E._Haldeman-Julius","E. Haldeman-Julius"
"http://dbpedia.org/resource/Simon_Critchley","Simon Critchley","http://dbpedia.org/resource/Edmund_Husserl","Edmund Husserl"
"http://dbpedia.org/resource/Theodor_Lipps","Theodor Lipps","http://dbpedia.org/resource/Edmund_Husserl","Edmund Husserl"
"http://dbpedia.org/resource/Theodor_W._Adorno","Theodor W. Adorno","http://dbpedia.org/resource/Edmund_Husserl","Edmund Husserl"
"http://dbpedia.org/resource/Richard_Kennington","Richard Kennington","http://dbpedia.org/resource/Edmund_Husserl","Edmund Husserl"
"http://dbpedia.org/resource/Thomas_Paine","Thomas Paine","http://dbpedia.org/resource/Edward_Gibbon","Edward Gibbon"
"http://dbpedia.org/resource/Theodore_George","Theodore George","http://dbpedia.org/resource/Hans-Georg_Gadamer","Hans-Georg Gadamer"
"http://dbpedia.org/resource/Joshua_Parens","Joshua Parens","http://dbpedia.org/resource/Leo_Strauss","Leo Strauss"
"http://dbpedia.org/resource/Richard_Kennington","Richard Kennington","http://dbpedia.org/resource/Leo_Strauss","Leo Strauss"
"http://dbpedia.org/resource/Thomas_Hobbes","Thomas Hobbes","http://dbpedia.org/resource/Hugo_Grotius","Hugo Grotius"
"http://dbpedia.org/resource/Tibor_Machan","Tibor Machan","http://dbpedia.org/resource/Hugo_Grotius","Hugo Grotius"
"http://dbpedia.org/resource/Theodor_W._Adorno","Theodor W. Adorno","http://dbpedia.org/resource/Georg_Simmel","Georg Simmel"
"http://dbpedia.org/resource/Simon_Critchley","Simon Critchley","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel","Georg Wilhelm Friedrich Hegel"
"http://dbpedia.org/resource/Theodor_W._Adorno","Theodor W. Adorno","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel","Georg Wilhelm Friedrich Hegel"
"http://dbpedia.org/resource/Theodore_George","Theodore George","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel","Georg Wilhelm Friedrich Hegel"
"http://dbpedia.org/resource/Ivan_Soll","Ivan Soll","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel","Georg Wilhelm Friedrich Hegel"
"http://dbpedia.org/resource/F._H._Bradley","F. H. Bradley","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel","Georg Wilhelm Friedrich Hegel"
"http://dbpedia.org/resource/Thomas_Reid","Thomas Reid","http://dbpedia.org/resource/George_Berkeley","George Berkeley"
"http://dbpedia.org/resource/Thomas_Kuhn","Thomas Kuhn","http://dbpedia.org/resource/Herbert_Butterfield","Herbert Butterfield"
"http://dbpedia.org/resource/F._H._Bradley","F. H. Bradley","http://dbpedia.org/resource/Hermann_Lotze","Hermann Lotze"
"http://dbpedia.org/resource/Thomas_Nail","Thomas Nail","http://dbpedia.org/resource/Lucretius","Lucretius"
"http://dbpedia.org/resource/Simon_Glendinning","Simon Glendinning","http://dbpedia.org/resource/Ludwig_Wittgenstein","Ludwig Wittgenstein"
"http://dbpedia.org/resource/Thomas_Kuhn","Thomas Kuhn","http://dbpedia.org/resource/Ludwig_Wittgenstein","Ludwig Wittgenstein"
"http://dbpedia.org/resource/Tibor_Machan","Tibor Machan","http://dbpedia.org/resource/Ludwig_Wittgenstein","Ludwig Wittgenstein"
"http://dbpedia.org/resource/Tibor_Machan","Tibor Machan","http://dbpedia.org/resource/Ludwig_von_Mises","Ludwig von Mises"
"http://dbpedia.org/resource/Thomas_Kuhn","Thomas Kuhn","http://dbpedia.org/resource/Ludwik_Fleck","Ludwik Fleck"
"http://dbpedia.org/resource/Joseph_S._O'Leary","Joseph S. O'Leary","http://dbpedia.org/resource/Nagarjuna","Nagarjuna"
"http://dbpedia.org/resource/Tibor_Machan","Tibor Machan","http://dbpedia.org/resource/Philippa_Foot","Philippa Foot"
"http://dbpedia.org/resource/Sharon_Lloyd","Sharon Lloyd","http://dbpedia.org/resource/Philippa_Foot","Philippa Foot"
"http://dbpedia.org/resource/Simon_Critchley","Simon Critchley","http://dbpedia.org/resource/Plato","Plato"
"http://dbpedia.org/resource/Theophrastus","Theophrastus","http://dbpedia.org/resource/Plato","Plato"
"http://dbpedia.org/resource/Thomas_Hobbes","Thomas Hobbes","http://dbpedia.org/resource/Plato","Plato"
"http://dbpedia.org/resource/Tibor_Machan","Tibor Machan","http://dbpedia.org/resource/Plato","Plato"
"http://dbpedia.org/resource/Favorinus","Favorinus","http://dbpedia.org/resource/Plutarch","Plutarch"
"http://dbpedia.org/resource/Simon_Critchley","Simon Critchley","http://dbpedia.org/resource/Robert_Bernasconi","Robert Bernasconi"
"http://dbpedia.org/resource/Leucippus","Leucippus","http://dbpedia.org/resource/Zeno_of_Elea","Zeno of Elea"
"http://dbpedia.org/resource/Simon_Critchley","Simon Critchley","http://dbpedia.org/resource/Aristotle","Aristotle"
"http://dbpedia.org/resource/Theophrastus","Theophrastus","http://dbpedia.org/resource/Aristotle","Aristotle"
"http://dbpedia.org/resource/Thomas_Cajetan","Thomas Cajetan","http://dbpedia.org/resource/Aristotle","Aristotle"
"http://dbpedia.org/resource/Thomas_Hobbes","Thomas Hobbes","http://dbpedia.org/resource/Aristotle","Aristotle"
"http://dbpedia.org/resource/Tibor_Machan","Tibor Machan","http://dbpedia.org/resource/Aristotle","Aristotle"
"http://dbpedia.org/resource/John_Philoponus","John Philoponus","http://dbpedia.org/resource/Aristotle","Aristotle"
"http://dbpedia.org/resource/Nicole_Oresme","Nicole Oresme","http://dbpedia.org/resource/Aristotle","Aristotle"
"http://dbpedia.org/resource/Strato_of_Lampsacus","Strato of Lampsacus","http://dbpedia.org/resource/Aristotle","Aristotle"
"http://dbpedia.org/resource/Theodor_W._Adorno","Theodor W. Adorno","http://dbpedia.org/resource/Arnold_Schoenberg","Arnold Schoenberg"
"http://dbpedia.org/resource/Max_Cresswell","Max Cresswell","http://dbpedia.org/resource/Arthur_Prior","Arthur Prior"
"http://dbpedia.org/resource/Ivan_Soll","Ivan Soll","http://dbpedia.org/resource/Arthur_Schopenhauer","Arthur Schopenhauer"
"http://dbpedia.org/resource/Theodor_W._Adorno","Theodor W. Adorno","http://dbpedia.org/resource/Alban_Berg","Alban Berg"
"http://dbpedia.org/resource/Thomas_Hobbes","Thomas Hobbes","http://dbpedia.org/resource/Niccolò_Machiavelli","Niccolò Machiavelli"
"http://dbpedia.org/resource/Thomas_Hobbes","Thomas Hobbes","http://dbpedia.org/resource/Cicero","Cicero"
"http://dbpedia.org/resource/Thomas_Reid","Thomas Reid","http://dbpedia.org/resource/Cicero","Cicero"
"http://dbpedia.org/resource/Ken_Gemes","Ken Gemes","http://dbpedia.org/resource/Clark_Glymour","Clark Glymour"
"http://dbpedia.org/resource/Neil_Tennant_(philosopher)","Neil Tennant (philosopher)","http://dbpedia.org/resource/Crispin_Wright","Crispin Wright"
"http://dbpedia.org/resource/Thomas_Paine","Thomas Paine","http://dbpedia.org/resource/David_Hume","David Hume"
"http://dbpedia.org/resource/Thomas_Reid","Thomas Reid","http://dbpedia.org/resource/David_Hume","David Hume"
"http://dbpedia.org/resource/Simon_Critchley","Simon Critchley","http://dbpedia.org/resource/Jean-Jacques_Rousseau","Jean-Jacques Rousseau"
"http://dbpedia.org/resource/Thomas_Paine","Thomas Paine","http://dbpedia.org/resource/Jean-Jacques_Rousseau","Jean-Jacques Rousseau"
"http://dbpedia.org/resource/Simon_Critchley","Simon Critchley","http://dbpedia.org/resource/Jean-Luc_Nancy","Jean-Luc Nancy"
"http://dbpedia.org/resource/Ivan_Soll","Ivan Soll","http://dbpedia.org/resource/Jean-Paul_Sartre","Jean-Paul Sartre"
"http://dbpedia.org/resource/Nicole_Oresme","Nicole Oresme","http://dbpedia.org/resource/Jean_Buridan","Jean Buridan"
"http://dbpedia.org/resource/Thomas_Kuhn","Thomas Kuhn","http://dbpedia.org/resource/Jean_Piaget","Jean Piaget"
"http://dbpedia.org/resource/Theophilos_Kairis","Theophilos Kairis","http://dbpedia.org/resource/Jeremy_Bentham","Jeremy Bentham"
"http://dbpedia.org/resource/Thomas_Cajetan","Thomas Cajetan","http://dbpedia.org/resource/Jerome","Jerome"
"http://dbpedia.org/resource/F._H._Bradley","F. H. Bradley","http://dbpedia.org/resource/Johann_Gottlieb_Fichte","Johann Gottlieb Fichte"
"http://dbpedia.org/resource/John_Passmore","John Passmore","http://dbpedia.org/resource/John_Anderson_(philosopher)","John Anderson (philosopher)"
"http://dbpedia.org/resource/Thomas_Kuhn","Thomas Kuhn","http://dbpedia.org/resource/John_Hasbrouck_Van_Vleck","John Hasbrouck Van Vleck"
"http://dbpedia.org/resource/Joseph_S._O'Leary","Joseph S. O'Leary","http://dbpedia.org/resource/John_Henry_Newman","John Henry Newman"
"http://dbpedia.org/resource/Thomas_Paine","Thomas Paine","http://dbpedia.org/resource/John_Locke","John Locke"
"http://dbpedia.org/resource/Tibor_Machan","Tibor Machan","http://dbpedia.org/resource/John_Locke","John Locke"
"http://dbpedia.org/resource/Thomas_E._Hill_(academic)","Thomas E. Hill (academic)","http://dbpedia.org/resource/John_Rawls","John Rawls"
"http://dbpedia.org/resource/Thomas_Pogge","Thomas Pogge","http://dbpedia.org/resource/John_Rawls","John Rawls"
"http://dbpedia.org/resource/Sharon_Lloyd","Sharon Lloyd","http://dbpedia.org/resource/John_Rawls","John Rawls"
"http://dbpedia.org/resource/Fabian_Freyenhagen","Fabian Freyenhagen","http://dbpedia.org/resource/John_Rawls","John Rawls"
"http://dbpedia.org/resource/F._C._S._Schiller","F. C. S. Schiller","http://dbpedia.org/resource/William_James","William James"
"http://dbpedia.org/resource/Thomas_Hobbes","Thomas Hobbes","http://dbpedia.org/resource/William_of_Ockham","William of Ockham"
"http://dbpedia.org/resource/Nicole_Oresme","Nicole Oresme","http://dbpedia.org/resource/William_of_Ockham","William of Ockham"
"http://dbpedia.org/resource/John_Passmore","John Passmore","http://dbpedia.org/resource/Gilbert_Ryle","Gilbert Ryle"
"http://dbpedia.org/resource/Thomas_Hobbes","Thomas Hobbes","http://dbpedia.org/resource/Paolo_Sarpi","Paolo Sarpi"
"http://dbpedia.org/resource/Thomas_Hobbes","Thomas Hobbes","http://dbpedia.org/resource/Roger_Bacon","Roger Bacon"
"http://dbpedia.org/resource/Thomas_Paine","Thomas Paine","http://dbpedia.org/resource/Benjamin_Franklin","Benjamin Franklin"
"http://dbpedia.org/resource/Theodor_W._Adorno","Theodor W. Adorno","http://dbpedia.org/resource/Charles_Baudelaire","Charles Baudelaire"
"http://dbpedia.org/resource/Thomas_Hobbes","Thomas Hobbes","http://dbpedia.org/resource/Francis_Bacon","Francis Bacon"
"http://dbpedia.org/resource/Theodor_W._Adorno","Theodor W. Adorno","http://dbpedia.org/resource/Franz_Kafka","Franz Kafka"
"http://dbpedia.org/resource/Simon_Critchley","Simon Critchley","http://dbpedia.org/resource/Friedrich_Nietzsche","Friedrich Nietzsche"
"http://dbpedia.org/resource/Simon_Glendinning","Simon Glendinning","http://dbpedia.org/resource/Friedrich_Nietzsche","Friedrich Nietzsche"
"http://dbpedia.org/resource/Theodor_W._Adorno","Theodor W. Adorno","http://dbpedia.org/resource/Friedrich_Nietzsche","Friedrich Nietzsche"
"http://dbpedia.org/resource/Tibor_Machan","Tibor Machan","http://dbpedia.org/resource/Friedrich_Nietzsche","Friedrich Nietzsche"
"http://dbpedia.org/resource/Ivan_Soll","Ivan Soll","http://dbpedia.org/resource/Friedrich_Nietzsche","Friedrich Nietzsche"
"http://dbpedia.org/resource/F._H._Bradley","F. H. Bradley","http://dbpedia.org/resource/Friedrich_Wilhelm_Joseph_Schelling","Friedrich Wilhelm Joseph Schelling"
"http://dbpedia.org/resource/Tibor_Machan","Tibor Machan","http://dbpedia.org/resource/G._E._M._Anscombe","G. E. M. Anscombe"
"http://dbpedia.org/resource/Thiruvalluvar","Thiruvalluvar","http://dbpedia.org/resource/Tolkāppiyam","Tolkāppiyam"
"http://dbpedia.org/resource/Thomas_Todhunter_Shields","Thomas Todhunter Shields","http://dbpedia.org/resource/Elmore_Harris","Elmore Harris"
"http://dbpedia.org/resource/Joshua_Parens","Joshua Parens","http://dbpedia.org/resource/Baruch_Spinoza","Baruch Spinoza"
"http://dbpedia.org/resource/Thomas_Paine","Thomas Paine","http://dbpedia.org/resource/Jacobin","Jacobin"
"http://dbpedia.org/resource/Simon_Critchley","Simon Critchley","http://dbpedia.org/resource/Jacques_Derrida","Jacques Derrida"
"http://dbpedia.org/resource/Simon_Glendinning","Simon Glendinning","http://dbpedia.org/resource/Jacques_Derrida","Jacques Derrida"
"http://dbpedia.org/resource/Simon_Critchley","Simon Critchley","http://dbpedia.org/resource/Jacques_Lacan","Jacques Lacan"
"http://dbpedia.org/resource/Simon_Critchley","Simon Critchley","http://dbpedia.org/resource/Jacques_Rancière","Jacques Rancière"
"http://dbpedia.org/resource/Thiruvalluvar","Thiruvalluvar","http://dbpedia.org/resource/Jain_literature","Jain literature"
"http://dbpedia.org/resource/Theodor_W._Adorno","Theodor W. Adorno","http://dbpedia.org/resource/Siegfried_Kracauer","Siegfried Kracauer"
"http://dbpedia.org/resource/Theodor_W._Adorno","Theodor W. Adorno","http://dbpedia.org/resource/Sigmund_Freud","Sigmund Freud"
"http://dbpedia.org/resource/Fabian_Freyenhagen","Fabian Freyenhagen","http://dbpedia.org/resource/Theodor_W._Adorno","Theodor W. Adorno"
"http://dbpedia.org/resource/Theoklitos_Farmakidis","Theoklitos Farmakidis","http://dbpedia.org/resource/Theophilos_Kairis","Theophilos Kairis"
"http://dbpedia.org/resource/Strato_of_Lampsacus","Strato of Lampsacus","http://dbpedia.org/resource/Theophrastus","Theophrastus"
"http://dbpedia.org/resource/Thomas_Cajetan","Thomas Cajetan","http://dbpedia.org/resource/Thomas_Aquinas","Thomas Aquinas"
"http://dbpedia.org/resource/Thomas_Reid","Thomas Reid","http://dbpedia.org/resource/Thomas_Aquinas","Thomas Aquinas"
"http://dbpedia.org/resource/Tibor_Machan","Tibor Machan","http://dbpedia.org/resource/Thomas_Aquinas","Thomas Aquinas"
"http://dbpedia.org/resource/Thomas_Prufer","Thomas Prufer","http://dbpedia.org/resource/Thomas_Aquinas","Thomas Aquinas"
"http://dbpedia.org/resource/Theophilos_Kairis","Theophilos Kairis","http://dbpedia.org/resource/Thomas_Jefferson","Thomas Jefferson"
"http://dbpedia.org/resource/Theodor_W._Adorno","Theodor W. Adorno","http://dbpedia.org/resource/Thomas_Mann","Thomas Mann"
"http://dbpedia.org/resource/Thomas_Hobbes","Thomas Hobbes","http://dbpedia.org/resource/Thomas_White_(scholar)","Thomas White (scholar)"
"http://dbpedia.org/resource/Thomas_Hobbes","Thomas Hobbes","http://dbpedia.org/resource/Thucydides","Thucydides"
"http://dbpedia.org/resource/Thomas_Kuhn","Thomas Kuhn","http://dbpedia.org/resource/Anneliese_Maier","Anneliese Maier"
"http://dbpedia.org/resource/Simon_Critchley","Simon Critchley","http://dbpedia.org/resource/Martin_Heidegger","Martin Heidegger"
"http://dbpedia.org/resource/Simon_Glendinning","Simon Glendinning","http://dbpedia.org/resource/Martin_Heidegger","Martin Heidegger"
"http://dbpedia.org/resource/Joseph_S._O'Leary","Joseph S. O'Leary","http://dbpedia.org/resource/Martin_Heidegger","Martin Heidegger"
"http://dbpedia.org/resource/Richard_Kennington","Richard Kennington","http://dbpedia.org/resource/Martin_Heidegger","Martin Heidegger"
"http://dbpedia.org/resource/Thomas_Prufer","Thomas Prufer","http://dbpedia.org/resource/Martin_Heidegger","Martin Heidegger"
"http://dbpedia.org/resource/Sharon_Lloyd","Sharon Lloyd","http://dbpedia.org/resource/Rogers_Albritton","Rogers Albritton"
"http://dbpedia.org/resource/Favorinus","Favorinus","http://dbpedia.org/resource/Aenesidemus","Aenesidemus"
"http://dbpedia.org/resource/John_Richardson_(philosopher)","John Richardson (philosopher)","http://dbpedia.org/resource/Hubert_Dreyfus","Hubert Dreyfus"
"http://dbpedia.org/resource/Thomas_Kuhn","Thomas Kuhn","http://dbpedia.org/resource/Hélène_Metzger","Hélène Metzger"
"http://dbpedia.org/resource/Joshua_Parens","Joshua Parens","http://dbpedia.org/resource/Maimonides","Maimonides"
"http://dbpedia.org/resource/Theodor_W._Adorno","Theodor W. Adorno","http://dbpedia.org/resource/Marcel_Proust","Marcel Proust"
"http://dbpedia.org/resource/Thomas_Kuhn","Thomas Kuhn","http://dbpedia.org/resource/Norwood_Russell_Hanson","Norwood Russell Hanson"
"http://dbpedia.org/resource/Thomas_Hobbes","Thomas Hobbes","http://dbpedia.org/resource/René_Descartes","René Descartes"
"http://dbpedia.org/resource/Richard_Kennington","Richard Kennington","http://dbpedia.org/resource/René_Descartes","René Descartes"
"http://dbpedia.org/resource/Simon_Critchley","Simon Critchley","http://dbpedia.org/resource/Richard_J._Bernstein","Richard J. Bernstein"
"http://dbpedia.org/resource/Thomas_Hobbes","Thomas Hobbes","http://dbpedia.org/resource/Robert_Grosseteste","Robert Grosseteste"
"http://dbpedia.org/resource/Tibor_Machan","Tibor Machan","http://dbpedia.org/resource/Socrates","Socrates"
"http://dbpedia.org/resource/Theodore_George","Theodore George","http://dbpedia.org/resource/Günter_Figal","Günter Figal"
"http://dbpedia.org/resource/Theodor_W._Adorno","Theodor W. Adorno","http://dbpedia.org/resource/Oswald_Spengler","Oswald Spengler"
"http://dbpedia.org/resource/Thomas_Nail","Thomas Nail","http://dbpedia.org/resource/Virginia_Woolf","Virginia Woolf"
"http://dbpedia.org/resource/Theoklitos_Farmakidis","Theoklitos Farmakidis","http://dbpedia.org/resource/Voltaire","Voltaire"
"http://dbpedia.org/resource/Thomas_Paine","Thomas Paine","http://dbpedia.org/resource/Voltaire","Voltaire"
"http://dbpedia.org/resource/Leucippus","Leucippus","http://dbpedia.org/resource/Milesian_school","Milesian school"
"http://dbpedia.org/resource/Thomas_Nail","Thomas Nail","http://dbpedia.org/resource/Zapatismo","Zapatismo"
"http://dbpedia.org/resource/Thomas_Nail","Thomas Nail","http://dbpedia.org/resource/Gilles_Deleuze","Gilles Deleuze"
"http://dbpedia.org/resource/Thomas_Cajetan","Thomas Cajetan","http://dbpedia.org/resource/Giovanni_Pico_della_Mirandola","Giovanni Pico della Mirandola"
"http://dbpedia.org/resource/Theodor_W._Adorno","Theodor W. Adorno","http://dbpedia.org/resource/György_Lukács","György Lukács"
"http://dbpedia.org/resource/Simon_Critchley","Simon Critchley","http://dbpedia.org/resource/Immanuel_Kant","Immanuel Kant"
"http://dbpedia.org/resource/Simon_Glendinning","Simon Glendinning","http://dbpedia.org/resource/Immanuel_Kant","Immanuel Kant"
"http://dbpedia.org/resource/Theodor_W._Adorno","Theodor W. Adorno","http://dbpedia.org/resource/Immanuel_Kant","Immanuel Kant"
"http://dbpedia.org/resource/Thomas_E._Hill_(academic)","Thomas E. Hill (academic)","http://dbpedia.org/resource/Immanuel_Kant","Immanuel Kant"
"http://dbpedia.org/resource/Thomas_Kuhn","Thomas Kuhn","http://dbpedia.org/resource/Immanuel_Kant","Immanuel Kant"
"http://dbpedia.org/resource/Thomas_Pogge","Thomas Pogge","http://dbpedia.org/resource/Immanuel_Kant","Immanuel Kant"
"http://dbpedia.org/resource/F._H._Bradley","F. H. Bradley","http://dbpedia.org/resource/Immanuel_Kant","Immanuel Kant"
"http://dbpedia.org/resource/Fabian_Freyenhagen","Fabian Freyenhagen","http://dbpedia.org/resource/Immanuel_Kant","Immanuel Kant"
"http://dbpedia.org/resource/Thiruvalluvar","Thiruvalluvar","http://dbpedia.org/resource/Indian_literature","Indian literature"
"http://dbpedia.org/resource/Theodor_W._Adorno","Theodor W. Adorno","http://dbpedia.org/resource/Karl_Marx","Karl Marx"
"http://dbpedia.org/resource/Thomas_Nail","Thomas Nail","http://dbpedia.org/resource/Karl_Marx","Karl Marx"
"http://dbpedia.org/resource/Thomas_Kuhn","Thomas Kuhn","http://dbpedia.org/resource/Karl_Popper","Karl Popper"
"http://dbpedia.org/resource/Federico_Ferrari","Federico Ferrari","http://dbpedia.org/resource/Maurice_Blanchot","Maurice Blanchot"
"http://dbpedia.org/resource/Theodore_Drange","Theodore Drange","http://dbpedia.org/resource/Max_Black","Max Black"
"http://dbpedia.org/resource/Theodor_W._Adorno","Theodor W. Adorno","http://dbpedia.org/resource/Max_Horkheimer","Max Horkheimer"
"http://dbpedia.org/resource/Theodor_W._Adorno","Theodor W. Adorno","http://dbpedia.org/resource/Max_Weber","Max Weber"
"http://dbpedia.org/resource/Neil_Tennant_(philosopher)","Neil Tennant (philosopher)","http://dbpedia.org/resource/Michael_Dummett","Michael Dummett"
"http://dbpedia.org/resource/Michael_Neil_Forster","Michael Neil Forster","http://dbpedia.org/resource/Michael_Frede","Michael Frede"
"http://dbpedia.org/resource/Thomas_Kuhn","Thomas Kuhn","http://dbpedia.org/resource/Michael_Polanyi","Michael Polanyi"
"http://dbpedia.org/resource/Simon_Critchley","Simon Critchley","http://dbpedia.org/resource/Søren_Kierkegaard","Søren Kierkegaard"
"http://dbpedia.org/resource/Theodor_W._Adorno","Theodor W. Adorno","http://dbpedia.org/resource/Søren_Kierkegaard","Søren Kierkegaard"
"http://dbpedia.org/resource/Sharon_Lloyd","Sharon Lloyd","http://dbpedia.org/resource/T._M._Scanlon","T. M. Scanlon"
"http://dbpedia.org/resource/Thomas_Hobbes","Thomas Hobbes","http://dbpedia.org/resource/Tacitus","Tacitus"
"http://dbpedia.org/resource/Costica_Bradatan","Costica Bradatan",,
"http://dbpedia.org/resource/Thomas_C._Brickhouse","Thomas C. Brickhouse",,
"http://dbpedia.org/resource/Thomas_Hill_Green","Thomas Hill Green",,
"http://dbpedia.org/resource/Thomas_Klikauer","Thomas Klikauer",,
"http://dbpedia.org/resource/Thomas_Metzinger","Thomas Metzinger",,
"http://dbpedia.org/resource/Thomas_R._Flynn","Thomas R. Flynn",,
"http://dbpedia.org/resource/Thomas_Sebeok","Thomas Sebeok",,
"http://dbpedia.org/resource/Thomas_Sheehan_(philosopher)","Thomas Sheehan (philosopher)",,
"http://dbpedia.org/resource/Thomas_Teo","Thomas Teo",,
"http://dbpedia.org/resource/Thomas_Whittaker_(metaphysician)","Thomas Whittaker (metaphysician)",,
"http://dbpedia.org/resource/Thubten_Zopa_Rinpoche","Thubten Zopa Rinpoche",,
"http://dbpedia.org/resource/Théodore_Eugène_César_Ruyssen","Théodore Eugène César Ruyssen",,
"http://dbpedia.org/resource/Tim_Crane","Tim Crane",,
"http://dbpedia.org/resource/Ivor_Leclerc","Ivor Leclerc",,
"http://dbpedia.org/resource/István_Aranyosi","István Aranyosi",,
"http://dbpedia.org/resource/John_Tienson","John Tienson",,
"http://dbpedia.org/resource/José_Benardete","José Benardete",,
"http://dbpedia.org/resource/Joyce_Mitchell_Cook","Joyce Mitchell Cook",,
"http://dbpedia.org/resource/Judith_Kelley","Judith Kelley",,
"http://dbpedia.org/resource/Lawrence_Shapiro","Lawrence Shapiro",,
"http://dbpedia.org/resource/Nur_al-Din_al-Samhudi","Nur al-Din al-Samhudi",,
"http://dbpedia.org/resource/Nwando_Achebe","Nwando Achebe",,
"http://dbpedia.org/resource/Reidar_Lie","Reidar Lie",,
"http://dbpedia.org/resource/Ricardo_René_Larémont","Ricardo René Larémont",,
"http://dbpedia.org/resource/Achille_Varzi_(philosopher)","Achille Varzi (philosopher)",,
"http://dbpedia.org/resource/Fang_Keli","Fang Keli",,
"http://dbpedia.org/resource/Fazlur_Rahman_Malik","Fazlur Rahman Malik",,
"http://dbpedia.org/resource/Federico_Riu","Federico Riu",,
"http://dbpedia.org/resource/Federico_Venturi","Federico Venturi",,
"http://dbpedia.org/resource/Ernest_Nagel__Ernest_Nagel__1",,"http://dbpedia.org/resource/Morris_Raphael_Cohen","Morris Raphael Cohen"
"http://dbpedia.org/resource/Michel_Aflaq__1",,"http://dbpedia.org/resource/Muhammad","Muhammad"
"http://dbpedia.org/resource/Michel_Aflaq__1",,"http://dbpedia.org/resource/Al-Ma'arri","Al-Ma'arri"
"http://dbpedia.org/resource/Michel_Aflaq__1",,"http://dbpedia.org/resource/Al-Mutanabbi","Al-Mutanabbi"
"http://dbpedia.org/resource/Ernst_Mally__Ernst_Mally__1",,"http://dbpedia.org/resource/Ernst_Schröder_(mathematician)","Ernst Schröder (mathematician)"
"http://dbpedia.org/resource/Ramon_Llull__Ramon_Llull__1",,"http://dbpedia.org/resource/Al-Farabi","Al-Farabi"
"http://dbpedia.org/resource/Ramon_Llull__Ramon_Llull__1",,"http://dbpedia.org/resource/Al-Ghazali","Al-Ghazali"
"http://dbpedia.org/resource/Ernst_Mally__Ernst_Mally__1",,"http://dbpedia.org/resource/Alexius_Meinong","Alexius Meinong"
"http://dbpedia.org/resource/Michel_Aflaq__1",,"http://dbpedia.org/resource/Auguste_Comte","Auguste Comte"
"http://dbpedia.org/resource/Ramon_Llull__Ramon_Llull__1",,"http://dbpedia.org/resource/Augustine_of_Hippo","Augustine of Hippo"
"http://dbpedia.org/resource/Alexander_of_Hales__Alexander_of_Hales__1",,"http://dbpedia.org/resource/Augustine_of_Hippo","Augustine of Hippo"
"http://dbpedia.org/resource/Ramon_Llull__Ramon_Llull__1",,"http://dbpedia.org/resource/Avicenna","Avicenna"
"http://dbpedia.org/resource/Stephen_Hicks__Stephen_Hicks__1",,"http://dbpedia.org/resource/Ayn_Rand","Ayn Rand"
"http://dbpedia.org/resource/Alexander_of_Hales__Alexander_of_Hales__1",,"http://dbpedia.org/resource/Pseudo-Dionysius_the_Areopagite","Pseudo-Dionysius the Areopagite"
"http://dbpedia.org/resource/Gareth_Evans_(philosopher)__Gareth_Evans__1",,"http://dbpedia.org/resource/Saul_Kripke","Saul Kripke"
"http://dbpedia.org/resource/Michel_Aflaq__1",,"http://dbpedia.org/resource/Adolf_Hitler","Adolf Hitler"
"http://dbpedia.org/resource/Michel_Aflaq__1",,"http://dbpedia.org/resource/Henri_Bergson","Henri Bergson"
"http://dbpedia.org/resource/Ramon_Llull__Ramon_Llull__1",,"http://dbpedia.org/resource/Matthaeus_Platearius","Matthaeus Platearius"
"http://dbpedia.org/resource/Ramon_Llull__Ramon_Llull__1",,"http://dbpedia.org/resource/Bonaventure","Bonaventure"
"http://dbpedia.org/resource/Michel_Aflaq__1",,"http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel","Georg Wilhelm Friedrich Hegel"
"http://dbpedia.org/resource/Hans_Joas__Hans_Joas__1",,"http://dbpedia.org/resource/George_Herbert_Mead","George Herbert Mead"
